scenario,time,log_capital,log_capability,log_population,log_output,log_wage,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,human_research_share,ai_share,automated_research_share,inverse_demand_elasticity,inference_share,consumption_share,gross_capital_return,net_capital_return,capital_output_ratio,monopoly_foc_log_error,research_mix_log_error,automation_share_cost_error,capital_growth,capability_growth,output_growth,output_per_capita_growth,wage_growth,production_labor_growth,ai_service_growth,capital_deepening_wage_contribution,ai_substitution_wage_contribution,wage_growth_identity,production_labor_income_share,aggregate_labor_income_share,production_labor_share_growth,aggregate_labor_share_growth,ai_displacement_share_contribution,research_reallocation_share_contribution,production_labor_share_growth_identity,aggregate_labor_share_growth_identity,log_output_per_capita,log_capital_per_production_worker,log_ai_services_per_production_worker,log_human_to_automated_research_ratio,log_automated_research_per_capita,human_research_population_share_growth,human_research_population_share_growth_identity,capital_return_growth,consumption_per_capita_growth,euler_implied_net_return,euler_gap
sigma_hm1_sigma_xl0_5,5.0,0.9524558258656233,0.11252819008191788,0.06,-0.4446046999896944,-2.2133020690610636,-2.446246385482086,-2.558774575564004,-2.88896376707715,0.006183556531248427,-5.721305408500167,-3.880283341575206,0.052393970185247156,0.7438613157772435,0.35,0.7577516026520035,0.12073347176946708,0.6407249250430478,0.08161655559666031,0.03161655559666031,4.04329731373157,-5.780098621954721e-14,3.6395572955427724e-07,8.279992402826508e-08,0.007733163089826814,0.022282704993369543,0.015845145786850923,0.0038451457868509224,0.010905425627226073,0.012390345513130799,0.022406468491593223,-0.0015368701996903151,0.012442512717635388,0.010905642517945072,0.17161291842924686,0.18110154750998725,0.007450625353505602,0.007060279840374717,0.007450606417745742,-0.00039034551313079854,0.007450606417745742,0.007060260904614943,-0.5046046999896944,0.9462722693343748,-2.4524299420133344,2.832341641423017,-5.781305408500167,-0.00705975824663474,-0.007060279840375151,0.008111982697024109,0.0068075839781928105,0.04680758397819281,-0.015191028381532502
sigma_hm1_sigma_xl0_5,5.5,0.9563805745498432,0.12365883270355464,0.066,-0.43667100234955414,-2.207848574200643,-2.43505605646516,-2.558714889168715,-2.886483146181087,0.012377785215397577,-5.713371710860026,-3.8758941438187158,0.05220990003771184,0.7429082412928095,0.35,0.7593432370410081,0.11978654799179973,0.6416718488207152,0.08194440893656188,0.03194440893656188,4.027120389085642,6.065981050795699e-14,7.820720728801689e-07,1.779213757435727e-07,0.007965076948525066,0.022239950213996468,0.015888903446313996,0.0038889034463139953,0.010907589291212716,0.012386683370309765,0.022354738168780308,-0.0014591301191889507,0.01236693459926831,0.010907804480079358,0.1722514783338176,0.18174011138190974,0.007405369215208735,0.007018685844899286,0.007405350059442102,-0.00038668337030976427,0.007405350059442102,0.007018666689132338,-0.5026710023495542,0.9440027893344456,-2.4474338416805574,2.8268885646789395,-5.779371710860026,-0.007019551370901045,-0.007018685844898721,0.00792382649778893,0.006833614233751728,0.04683361423375173,-0.014889205297189852
sigma_hm1_sigma_xl0_5,6.0,0.9604201537868856,0.13476821192589375,0.07200000000000001,-0.4287157965433804,-2.202394479769851,-2.423891647313306,-2.5586598592392,-2.8839833184480512,0.01857023990155819,-5.705416505053853,-3.8714849337600814,0.05202747583784446,0.7419574736237092,0.35,0.7609310190484055,0.11884394147618722,0.6426144553363277,0.08226590165333349,0.032265901653333484,4.011382521407375,1.1574075031717257e-14,-5.015702733146554e-07,-1.1410724576332854e-07,0.008192491488551626,0.02219764256778176,0.01593100949668802,0.00393100949668802,0.010907993279648753,0.012382951305106589,0.022302543771263394,-0.001382851739463138,0.012291059328496027,0.01090820758903289,0.17288849267211479,0.18237711354020356,0.007359935088067315,0.006976983782960744,0.0073599157655664825,-0.00038295130510658873,0.0073599157655664825,0.006976964460459894,-0.5007157965433804,0.9418499138853275,-2.442461887214864,2.8214331866058013,-5.777416505053853,-0.006977507068916644,-0.0069769837829607335,0.007738518008136394,0.006857880250840553,0.046857880250840554,-0.01459197859750707
sigma_hm1_sigma_xl0_5,6.5,0.9645723188324529,0.1458565534804818,0.07800000000000001,-0.4207399928528661,-2.196940580920994,-2.4127535126938966,-2.5586100661743783,-2.8814606532500036,0.024760736520504166,-5.697440701363338,-3.8670536700896707,0.05184687307557626,0.7410090823667362,0.35,0.7625148324475505,0.11790570627611506,0.6435526905363999,0.08258105887374816,0.03258105887374815,3.9960737304726464,-1.429412144204889e-14,2.587861169800476e-07,5.887383935920809e-08,0.00841542448385045,0.022155798415345766,0.015971537998760388,0.003971537998760388,0.01090661308237495,0.012379247880282884,0.022249981720572354,-0.0013080617208227033,0.012214886720216247,0.010906824999393544,0.1735239148142867,0.1830125428971117,0.007314322963897668,0.0069350750836147945,0.007314303425279191,-0.000379247880282884,0.007314303425279191,0.006935055544996307,-0.49873999285286613,0.9398115823119487,-2.437514249214401,2.815980048113335,-5.775440701363339,-0.006935434126552842,-0.006935075083614562,0.007556113514909937,0.006880457211538182,0.04688045721153818,-0.01429939833779003
sigma_hm1_sigma_xl0_5,7.0,0.9688348372207028,0.15692408168313135,0.08400000000000002,-0.41274425854462,-2.191487866687476,-2.4016416655927335,-2.558565747275865,-2.878918752574604,0.030949487781841076,-5.689444967055093,-3.862602927642775,0.05166789108592197,0.7400631478374944,0.35,0.7640945431113844,0.11697190646140697,0.6444864903511079,0.08288992797622796,0.03288992797622796,3.98118333622682,3.366751322175787e-14,-8.606132109179043e-07,-1.9578953069920857e-07,0.008633909448530888,0.022114388077937468,0.016010506040345984,0.004010506040345984,0.010903476625694797,0.012375574143658287,0.022197067166246143,-0.0012347493493920416,0.012138436821409795,0.010903687472017753,0.17415769094887876,0.18364630841014581,0.007268544729006843,0.006892970585348435,0.007268525042760356,-0.0003755741436582867,0.007268525042760356,0.006892950899102069,-0.49674425854462,0.9378853494388618,-2.4325911533745748,2.810526214480489,-5.7734449670550925,-0.0068933314959904735,-0.006892970585348813,0.007376596591815096,0.006901368059684221,0.04690136805968422,-0.014011440083456263
sigma_hm1_sigma_xl0_5,7.5,0.9732054897283938,0.16797101947822582,0.09000000000000002,-0.40472948681252013,-2.1860371042952993,-2.3905564455276505,-2.5585274650058762,-2.876353984745994,0.03713631066416245,-5.681430195322992,-3.8581306584479433,0.05149070439718815,0.7391197372207704,0.35,0.7656700388413135,0.116042592540749,0.6454158042717659,0.08319253979817458,0.033192539798174575,3.9667018316856453,6.331046797924955e-14,-1.0212452483671086e-07,-2.323332970455283e-08,0.008847968196068479,0.022073428036862137,0.016047871527295865,0.004047871527295865,0.010898663891426796,0.012371830526971751,0.022143728986603328,-0.00116287456919808,0.012061747046123672,0.010898872476925591,0.17478977606208382,0.18427840072036258,0.007222622891102537,0.0068507923641305535,0.007222603021630942,-0.00037183052697175104,0.007222603021630942,0.006850772494659191,-0.49472948681252016,0.9360691790642314,-2.4276927561918127,2.805076210576998,-5.771430195322992,-0.006849391396856586,-0.006850792364130932,0.007199903331227386,0.006920580781813901,0.0469205807818139,-0.013728040983639327
sigma_hm1_sigma_xl0_5,8.0,0.9776820727879325,0.17899758369854205,0.09600000000000003,-0.3966963870173241,-2.180589202796049,-2.37949793660613,-2.5584955203046724,-2.8737681439714606,0.04332131830881283,-5.673397095527797,-3.853638277016178,0.0513152066927718,0.738178925656762,0.35,0.7672411941532075,0.11511782230887427,0.6463405745036407,0.08348894222591785,0.03348894222591785,3.9526192475529602,5.997979890537408e-14,5.403540632720194e-07,1.229305393590785e-07,0.009057634599851677,0.022032900378708108,0.01608376865958777,0.004083768659587771,0.010892099864844962,0.01236821414194117,0.02209014614160365,-0.0010924912488895326,0.011984797282427639,0.010892306033538105,0.17542011980996944,0.18490875056448833,0.007176545347198582,0.0068083312052575895,0.0071765253188189465,-0.0003682141419411693,0.0071765253188189465,0.006808311176877777,-0.49269638701732416,0.9343607544791197,-2.422819254914943,2.799628951556336,-5.769397095527797,-0.006807231414699189,-0.0068083312052571905,0.007026134059736094,0.006938225894776995,0.046938225894776996,-0.013449283668859148
sigma_hm1_sigma_xl0_5,8.5,0.9822623982188903,0.19000398896343168,0.10200000000000004,-0.38864571815293236,-2.1751450044304543,-2.368466299386047,-2.5584702883494783,-2.871161216160693,0.04950452480610362,-5.665346426663405,-3.849126039836642,0.05114138555266202,0.7372407840527109,0.35,0.7688078906319729,0.11419764882477597,0.6472607479877389,0.08377918085090365,0.033779180850903645,3.938926075050549,4.013456234019941e-14,9.976660333421705e-07,2.2696898871465976e-07,0.009262940909935138,0.021992798808780252,0.016118214926421626,0.004118214926421625,0.010883816531799262,0.012364722994090416,0.022036331730862724,-0.0010235880877712416,0.011907608361608939,0.010884020273837697,0.1760486746846837,0.185537309778468,0.007130324599468052,0.006765601605377869,0.0071303044081490645,-0.0003647229940904155,0.0071303044081490645,0.006765581414058649,-0.4906457181529324,0.9327578734127866,-2.4179708241921505,2.7941852105027114,-5.767346426663405,-0.00676685354399531,-0.0067656016053776365,0.006855274016486487,0.0069543269895268045,0.046954326989526805,-0.01317514613862316
sigma_hm1_sigma_xl0_5,9.0,0.9869442941174408,0.20099044772216657,0.10800000000000004,-0.3805781720909025,-2.16970538626425,-2.3574616048752675,-2.558452052597434,-2.868534997515456,0.05568604130290324,-5.657278880601375,-3.8445953565955273,0.050969136428453535,0.736305384870535,0.35,0.7703700072662065,0.11328212611905258,0.6481762706934624,0.08406330855534809,0.03406330855534809,3.9256127991051515,-9.758860386455126e-14,-7.115845548355537e-07,-1.6188550344686803e-07,0.00946392453365106,0.021953105711692688,0.01615111296008187,0.00415111296008187,0.010873944637832533,0.012361162008916175,0.021982133861557784,-0.0009560883668374882,0.011830235549255733,0.010874147182418244,0.17667539213674155,0.18616401101208463,0.007083993686666679,0.0067228316777503405,0.007083973382787864,-0.00036116200891617503,0.007083973382787864,0.006722811373871689,-0.48857817209090254,0.9312582528145376,-2.413147646178171,2.788743883085919,-5.765278880601374,-0.0067246381619825435,-0.006722831677750663,0.006687188426430811,0.006968800967794175,0.046968800967794176,-0.012905492412446089
sigma_hm1_sigma_xl0_5,9.5,0.9917256062311375,0.21195716840408213,0.11400000000000005,-0.3724946051928505,-2.164271059792622,-2.346484165524489,-2.558441333928571,-2.8658858543226757,0.0618656868150198,-5.649195313703323,-3.840044165105902,0.05079863197823173,0.7353727908114432,0.35,0.7719274393448898,0.11237129814243893,0.649087098670076,0.08434136587358652,0.03434136587358652,3.9126708060978563,-9.242606680004428e-14,-8.08818198638761e-07,-1.8400616236258216e-07,0.009660614143802128,0.02191383787519496,0.01618242443917811,0.004182424439178111,0.01086256440640021,0.01235743463193762,0.021927484343630788,-0.0008899507610847128,0.011752715455035726,0.010862764693951013,0.177300230156333,0.18678884810906313,0.007037574599159546,0.006680139967221832,0.007037554164692052,-0.0003574346319376205,0.007037554164692052,0.006680119532754432,-0.48649460519285054,0.9298599194161177,-2.4083498523395086,2.783309459380647,-5.7631953137033225,-0.006678774474508042,-0.006680139967222099,0.0065218102953759835,0.006981619380162174,0.046981619380162175,-0.012640253506575654
sigma_hm1_sigma_xl0_5,10.0,0.9966041979184797,0.2229043583210807,0.12000000000000005,-0.3643957476517244,-2.1588428218578497,-2.3355341205316367,-2.5584384788527172,-2.863213771989964,0.06804347593484086,-5.641096456162197,-3.8354727114502456,0.050629859299949787,0.7344430689378207,0.35,0.7734800748738394,0.11146521262009179,0.6499931841924231,0.08461340527868443,0.03461340527868442,3.900091231562013,6.716849298982197e-14,6.539081596201868e-07,1.4876409176745042e-07,0.009853046858299318,0.02187498926280282,0.016212400359754464,0.004212400359754464,0.0108495076470434,0.012353928765755647,0.021872727113185775,-0.0008252910294605885,0.01167499583638102,0.010849704806920431,0.17792314381166008,0.18741177564365194,0.006991036053044741,0.006637107287289279,0.00699101547088684,-0.0003539287657556463,0.00699101547088684,0.006637086705131193,-0.48439574765172444,0.9285607219836388,-2.4035775964664774,2.777882684172233,-5.761096456162197,-0.006636503973501906,-0.006637107287288935,0.006359353501455146,0.006993021900792984,0.046993021900792985,-0.012379616622108562
sigma_hm1_sigma_xl0_5,10.5,1.001577951477071,0.23383222180951269,0.12600000000000006,-0.35628220483309603,-2.1534215521455784,-2.3246114384113032,-2.558443660220816,-2.8605223582961776,0.07421961558077544,-5.632982913343568,-3.8308835525627645,0.05046262285145399,0.7335162905826739,0.35,0.7750277947269346,0.1105639209223829,0.650894475890132,0.08487949104785818,0.034879491047858174,3.8878649709849684,5.384581669432009e-14,-2.0550441170996692e-07,-4.6752255067339377e-08,0.010041268144964581,0.02183653120557429,0.01624094500497386,0.004240945004973861,0.010834904735068207,0.01235045030206064,0.021817710202868934,-0.0007620301118416992,0.0115971302385864,0.0108351001267447,0.1785440853096085,0.18803270898695437,0.006944410032154957,0.006593959730094356,0.006944389364422993,-0.00035045030206063907,0.006944389364422993,0.006593939062362354,-0.4822822048330961,0.9273583358962956,-2.3988310539920787,2.7724605550473904,-5.758982913343568,-0.006594206070009712,-0.006593959730094346,0.00619967686000928,0.007002926650742869,0.04700292665074287,-0.012123435602884695
sigma_hm1_sigma_xl0_5,11.0,1.006644769376204,0.24474095839934862,0.13200000000000006,-0.3481548026467505,-2.1480079171227815,-2.3137164103287677,-2.5584573687281162,-2.8578079780599737,0.0803939262369015,-5.624855511157223,-3.826274614644011,0.05029709394191972,0.7325925146546627,0.35,0.7765705005267134,0.10966746184100098,0.651790934971514,0.08513966983091849,0.035139669830918485,3.875984023139357,1.2323475573339238e-14,4.075682444870665e-07,9.272177009522764e-08,0.010225311002508897,0.0217984807050098,0.016268020917526937,0.004268020917526937,0.01081883691922414,0.012346902039171492,0.0217623644132674,-0.0007001250420986566,0.011519154419649718,0.01081902937755106,0.17916301518137598,0.18865164467593937,0.0068977180408686944,0.006550816001697379,0.0068976972572752804,-0.00034690203917149207,0.0068976972572752804,0.006550795218103788,-0.4801548026467506,0.9262508431393024,-2.394110336565669,2.7670475330972497,-5.756855511157223,-0.006550070617078685,-0.006550816001697202,0.006042709915018041,0.007011305836626791,0.04701130583662679,-0.011871636005708307
sigma_hm1_sigma_xl0_5,11.5,1.01180257409495,0.2556307657091333,0.13800000000000007,-0.3400141839155691,-2.1426027152263543,-2.302849073998036,-2.5584798397071693,-2.8550724289132563,0.08656651761994694,-5.6167148924260415,-3.821647291142731,0.050133169258293885,0.7316718070420744,0.35,0.7781080822397358,0.10877588049191568,0.6526825163205993,0.08539400475942667,0.03539400475942667,3.8644399092147186,-6.922240558537851e-14,5.398802072065223e-07,1.228227372584989e-07,0.010405220088351312,0.021760820714877054,0.01629376431152124,0.004293764311521241,0.010801238956227976,0.01234347649097639,0.021706868921715472,-0.0006396246128662759,0.011441053533937717,0.010801428921071441,0.17977988928181016,0.18926852003183284,0.006850951135683125,0.00650747464470669,0.006850930259842945,-0.0003434764909763903,0.006850930259842945,0.0065074537688665545,-0.47801418391556916,0.925236056475003,-2.3894155916179827,2.761642463512785,-5.754714892426041,-0.006507719798086065,-0.006507474644706735,0.0058885442231699295,0.007018293219033023,0.047018293219033024,-0.011624288459606356
sigma_hm1_sigma_xl0_5,12.0,1.0170493081691119,0.266501841377259,0.14400000000000007,-0.3318610383352293,-2.1372066781665535,-2.2920095414070523,-2.558511382784311,-2.8523156978580597,0.0927374027278779,-5.608561746845702,-3.817001815003734,0.049970837292739864,0.7307542292274981,0.35,0.7796404371900781,0.10788921725763183,0.6535691795548831,0.08564255589839916,0.03564255589839915,3.853224562698606,-2.736699755701011e-14,1.6241486466839206e-07,3.694938088827371e-08,0.010581037890726792,0.021723545659433286,0.01631813840704266,0.004318138407042659,0.010782191588079915,0.012340076790141236,0.021651153945823953,-0.0005804828368067662,0.011362862046998412,0.010782379210191645,0.18039466641757626,0.18988329358597034,0.006804129971178741,0.006464053181037377,0.0068041090101786895,-0.00034007679014123535,0.0068041090101786895,0.006464032220037454,-0.47586103833522936,0.924311905441234,-2.38474694413493,2.756246048987642,-5.752561746845702,-0.00646534313173408,-0.0064640531810372555,0.005737100516315867,0.007023861328856462,0.04702386132885646,-0.01138130543045731
