alpha,eta,sigma_xl,sigma_hm,horizon,solver_tolerance,scenario,time,log_capital,log_capability,log_labor_productivity,log_population,log_consumption,log_shadow_value,log_output,log_service_composite,log_wage,log_ai_price,log_ai_marginal_cost,log_research_price,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_effective_production_labor,log_automated_research,log_automated_research_services,log_effective_research,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,gross_capital_return,net_capital_return,human_research_share,production_labor_population_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,ai_markup,ai_profit_share,shadow_capability_to_output,shadow_capability_to_capital,profit_shadow_ratio,ai_labor_ratio,ai_effective_labor_ratio,monopoly_root_fallback,labor_root_fallback,human_to_automated_research_ratio,human_to_automated_service_ratio,log_output_per_capita,log_output_per_effective_person,log_consumption_per_capita,log_capital_per_capita,monopoly_foc_log_error,capital_price_error,wage_foc_log_error,ai_price_foc_log_error,ai_share_definition_error,research_price_log_error,human_conditional_demand_log_error,automated_service_demand_log_error,automated_share_definition_error,research_scale_foc_log_error,final_production_log_error,inference_identity_log_error,research_ces_log_error,research_compute_foc_log_error,research_human_foc_log_error,research_human_kkt_slack,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual,output_per_effective_person_growth
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3220.0,41.053052457728704,8.333386609014298,0.0,38.64,39.49645243206804,28.112628826322588,39.75620967334075,39.11746621237355,0.5456403755813639,-3.8293728015236965,-8.333386609014298,-6.234222617244907,41.32984691748725,32.996460308472955,20.74401236359418,38.6399999831006,38.6399999831006,28.930601306958756,37.263987915973054,35.16530418143163,0.01221940864002257,0.0027244302406837623,0.012219886150761007,0.00021988615076100684,0.007915499424490435,0.012217220933200323,0.00021722093320032318,0.0002412367803437121,0.09021988615076101,0.04021988615076101,1.6899401389137312e-08,0.9999999831005986,0.15641258446447712,0.9889355034683028,0.022393829569628196,0.9995198580770783,0.0011595197538751033,1.9883737599539937e-05,0.2275818084817463,0.7712387880267791,1.0000000000000002,0.5652035684088003,0.5652035779604024,90.37916882482686,0.10363691183732456,0.03650908161384574,0.009981349050515165,0.03175976230076875,14.729421179998178,14.729421179998178,0.0,0.0,0.0002783617744457275,6.690610941523523e-08,1.116209673340748,1.116209673340748,0.8564524320680391,2.4130524577287034,-3.019806626980426e-14,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,2.220446049250313e-15,0.0,1.8623817765739403e-13,-3.5414379762066517e-13,4.72781536142719e-14,1.795029316159491e-10,0.00021722093320032318
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3222.0,41.07749088558819,8.338835116235524,0.0,38.664,39.5208918096201,28.12845838665702,39.780643725772975,39.14189810974459,0.546122416437278,-3.831959234409169,-8.338835116235524,-6.23966828538431,41.356608544010285,33.01777342777476,20.758750981195835,38.66399998325639,38.66399998325639,28.951752513493467,37.29058762972899,35.19189821702392,0.01221901921742534,0.002724076904715912,0.012219491401075387,0.00021949140107538692,0.007914060507396563,0.012216831496143499,0.00021683149614349848,0.00024080407249194025,0.0902194914010754,0.04021949140107539,1.6743612096220964e-08,0.999999983256388,0.15637210093137766,0.9889671256058239,0.022360491618522188,0.9995226957997674,0.0011559066113806522,1.981856938027154e-05,0.22758137984255614,0.771242894976683,1.0,0.5652306923759769,0.5652307018399826,90.63821124691309,0.10361340101264237,0.03639404113290985,0.009949854184972557,0.03176087555540532,14.77015455719932,14.77015455719932,0.0,0.0,0.0002765824658959737,6.611721742879587e-08,1.116643725772974,1.116643725772974,0.8568918096201017,2.413490885588189,-8.881784197001252e-15,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.7763568394002505e-15,-1.4210854715202004e-14,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,-5.551115123125783e-16,0.0,1.1360183627129317e-13,-2.1580350353933575e-13,3.2470554023333875e-14,1.0236538526553485e-10,0.00021683149614349848
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3224.0,41.101928534592254,8.344282916326886,0.0,38.688,39.54533039767217,28.144285068351685,39.80507699932532,39.1663292282237,0.5466035918713317,-3.834541791358461,-8.344282916326886,-6.245113263919492,41.383365903309674,33.03908298698279,20.773488248544673,38.68799998341076,38.68799998341076,28.972899931801773,37.31718284812866,35.21848779231123,0.01221862978478639,0.0027237231108715554,0.01221909665091047,0.00021909665091046984,0.007912620836756153,0.012216442053752274,0.00021644205375227418,0.00024037135896115558,0.09021909665091048,0.040219096650910474,1.6589236567146245e-08,0.9999999834107635,0.15633168846940487,0.9889986922288982,0.022327209915679845,0.999525516013185,0.0011523015228827303,1.9753555302064458e-05,0.22758095116409374,0.7712469937577213,0.9999999999999998,0.5652577687254987,0.5652577781026963,90.89828416825002,0.10358992975161853,0.036279261313649024,0.00991843085721133,0.03176198966458014,14.810937378544196,14.810937378544196,0.0,0.0,0.0002748152008062551,6.533783278586413e-08,1.1170769993253202,1.1170769993253202,0.8573303976721647,2.4139285345922517,-1.5987211554602254e-14,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,-3.552713678800501e-15,0.0,1.6701917626704699e-13,-3.0451943050513464e-13,4.156744393135625e-14,1.5792800053815448e-10,0.00021644205375227418
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3226.0,41.126365404721746,8.349730008373427,0.0,38.712,39.56976819622414,28.16010887003036,39.829509493987985,39.19075956780569,0.5470839018731226,-3.8371204685001814,-8.349730008373427,-6.250557551823586,41.410118991891814,33.060388983518386,20.788224164711366,38.71199998356374,38.71199998356374,28.994043560018596,37.343773568392024,35.24507290428969,0.012218240342916728,0.0027233688601966477,0.01221870190110929,0.00021870190110928958,0.007911180422182931,0.012216052606868644,0.00021605260686864344,0.00023993864069460358,0.0902187019011093,0.040218701901109294,1.6436262166754215e-08,0.9999999835637379,0.15629134708944697,0.9890302033290209,0.02229398448207922,0.9995283188290426,0.0011487044803331061,1.9688695213394145e-05,0.22758052244719862,0.771251084377255,1.0,0.5652847974500705,0.5652848067412387,91.15939246581817,0.10356649806959635,0.03616474189481291,0.00988707899496571,0.03176310461924962,14.851769380131161,14.851769380131161,0.0,0.0,0.00027305989388902424,6.456783866050363e-08,1.1175094939879813,1.1175094939879813,0.8577681962241357,2.4143654047217424,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.9984014443252818e-15,0.0,1.7249222883375381e-13,-3.3151910036610666e-13,4.7765610911021383e-14,1.6074414022071437e-10,0.00021605260686864344
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3228.0,41.15080149595889,8.355176391462631,0.0,38.736000000000004,39.594205205277575,28.175929790076093,39.8539412097528,39.21518912848712,0.5475633464341101,-3.8396952619771056,-8.355176391462631,-6.256001148072891,41.43686780627752,33.081691414814884,20.80295872845958,38.73599998371533,38.73599998371533,29.01518339597798,37.37035978744061,35.27165354965849,0.012217850892644627,0.0027230141535685504,0.012218307152539125,0.0002183071525391246,0.007909739265400874,0.012215663156359469,0.0002156631563594684,0.000239505918656846,0.09021830715253913,0.04021830715253913,1.628467636616365e-08,0.9999999837153236,0.1562510768022058,0.9890616588978325,0.022260815338526196,0.9995311043583223,0.0011451154756811262,1.96239889562688e-05,0.22758009369271204,0.7712551668426505,0.9999999999999999,0.565311778542522,0.5653117877484413,91.42154104170811,0.10354310598179675,0.03605048260591802,0.009855798523448428,0.03176422041831831,14.89265029648614,14.89265029648614,0.0,0.0,0.0002713164604822115,6.380711968704066e-08,1.117941209752793,1.117941209752793,0.8582052052775708,2.4148014959588835,1.0658141036401503e-14,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,4.440892098500626e-15,0.0,0.0,0.0,7.105427357601002e-15,3.552713678800501e-15,0.0,3.3306690738754696e-15,0.0,1.146166495047396e-13,-2.0685016199895045e-13,2.807303001173267e-14,1.100513517121593e-10,0.0002156631563594684
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3230.0,41.175236808287835,8.360622064683394,0.0,38.76,39.61864142483583,28.191747827140762,39.87837214661342,39.239617910266325,0.54804192554775,-3.84226616794556,-8.360622064683394,-6.261444051645854,41.463612343001614,33.10299027831822,20.817691938883414,38.759999983865534,38.759999983865534,29.03631943784986,37.39694150253325,35.29822972545553,0.012217461434796822,0.002722658992045111,0.012217912406057733,0.00021791240605773324,0.007908297376272869,0.012215273703098717,0.0002152737030987166,0.00023907319381599734,0.09021791240605774,0.04021791240605774,1.613446675232032e-08,0.9999999838655332,0.15621087761820313,0.9890930589271145,0.022227702505659273,0.9995338727112801,0.0011415345008740268,1.9559436378779923e-05,0.22757966490149395,0.7712592411612532,1.0,0.5653387119958038,0.5653387211172399,91.68473482322337,0.10351975350332206,0.03593648318565378,0.00982458937037903,0.03176533705250666,14.933579860558108,14.933579860558108,0.0,0.0,0.00026958481654469944,6.305556194164814e-08,1.1183721466134244,1.1183721466134244,0.858641424835831,2.415236808287837,2.842170943040401e-14,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,4.440892098500626e-15,0.0,0.0,0.0,7.105427357601002e-15,3.552713678800501e-15,0.0,2.4424906541753444e-15,0.0,2.144239646950652e-13,-4.029684572137704e-13,5.820691151292579e-14,2.0002756048742576e-10,0.0002152737030987166
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3232.0,41.199671341694184,8.366067027127029,0.0,38.784,39.64307685490394,28.207562979659496,39.90280230456519,39.26404591314345,0.5485196392093741,-3.844833182576288,-8.366067027127029,-6.266886261524057,41.490352598613576,33.124285571486546,20.83242379479993,38.78399998401438,38.78399998401438,29.05745168353326,37.42351871066029,35.3248014284517,0.01221707197021319,0.0027223033765319798,0.012217517662543288,0.000217517662543288,0.007906854757517186,0.01221488424795858,0.00021488424795857927,0.00023864046714550113,0.0902175176625433,0.04021751766254329,1.598562101707699e-08,0.999999984014379,0.15617074954777257,0.9891244034087955,0.022194646003943237,0.9995366239974524,0.0011379615478565106,1.949503732316995e-05,0.22757923607440067,0.7712633073404196,0.9999999999999999,0.5653655978029923,0.5653656068407112,91.94897876303398,0.1034964406491511,0.03582274336437807,0.009793451461201618,0.03176645451973098,14.974557803729208,14.974557803729208,0.0,0.0,0.00026786487865145746,6.231305292394702e-08,1.1188023045651931,1.1188023045651931,0.8590768549039396,2.4156713416941855,-1.2434497875801753e-14,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,3.552713678800501e-15,-7.105427357601002e-15,0.0,0.0,7.105427357601002e-15,3.552713678800501e-15,0.0,1.1102230246251565e-15,0.0,3.408731630294426e-14,-6.03822547518007e-14,8.52443116095003e-15,3.29224304068676e-11,0.00021488424795857927
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3234.0,41.22410509616536,8.37151127788646,0.0,38.808,39.667511495488725,28.223375246245464,39.92723168360526,39.288473137120434,0.548996487416332,-3.8473963020539017,-8.37151127788646,-6.272327776691414,41.517088569677185,33.14557729179072,20.847154295242962,38.807999984161874,38.807999984161874,29.078580131149636,37.4500914090361,35.35136865564336,0.012216682499740242,0.002721947308053017,0.012217122922873351,0.0002171229228733508,0.007905411417132406,0.012214494791827235,0.00021449479182723483,0.00023820773963478814,0.09021712292287336,0.040217122922873355,1.583812696427033e-08,0.9999999841618731,0.15613069260106371,0.9891556923349469,0.022161645853673067,0.9995393583256592,0.0011343966085709267,1.9430791635504428e-05,0.22757880721231458,0.7712673653874791,1.0000000000000002,0.5653924359572873,0.5653924449120439,92.21427783929438,0.10347316743414176,0.03570926287830423,0.009762384722961126,0.03176757281260344,15.01558385581272,15.01558385581272,0.0,0.0,0.0002661565639890374,6.157948153903576e-08,1.119231683605257,1.119231683605257,0.8595114954887251,2.41610509616536,-7.105427357601002e-15,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,3.552713678800501e-15,-3.552713678800501e-15,0.0,1.5543122344752192e-15,0.0,2.2905115304450163e-13,-4.293869947102902e-13,6.023480325634267e-14,2.1782940382020222e-10,0.00021449479182723483
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3236.0,41.24853807169043,8.376954816056738,0.0,38.832,39.69194534659876,28.23918462544922,39.9516602837325,39.312899582200984,0.5494724701679132,-3.849955522577453,-8.376954816056738,-6.277768596134676,41.543820252770956,33.16686543671422,20.861883439162046,38.83199998430803,38.83199998430803,29.099704778742165,37.4766595947989,35.37793140395213,0.01221629302422772,0.0027215907875854078,0.012216728187933144,0.0002167281879331441,0.007903967360813086,0.01221410533558398,0.0002141053355839799,0.00023777501226263098,0.09021672818793315,0.04021672818793315,1.569197250389208e-08,0.9999999843080275,0.1560907067880372,0.9891869256977888,0.022128702074968455,0.9995420758040101,0.0011308396749571059,1.936669915978092e-05,0.22757837831611039,0.7712714153097728,1.0,0.565419226452015,0.5654192353245597,92.48063705578075,0.1034499338730278,0.03559604146085591,0.009731389081940716,0.03176869192605763,15.056657745060157,15.056657745060157,0.0,0.0,0.0002644597903508669,6.085473807961117e-08,1.1196602837325003,1.1196602837325003,0.8599453465987565,2.4165380716904323,-1.4210854715202004e-14,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.3322676295501878e-15,0.0,7.190949224966658e-14,-1.3407721113911641e-13,2.107515550964223e-14,6.445268277421867e-11,0.0002141053355839799
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3238.0,41.27297026826012,8.38239764073496,0.0,38.856,39.71637840824438,28.254991115792805,39.97608810494759,39.33732524839068,0.5499475874653825,-3.852510840360395,-8.38239764073496,-6.28320871884335,41.57054764448815,33.188150003753194,20.876611225465087,38.85599998445286,38.85599998445286,29.120825624318364,37.50322326505332,35.40448967026746,0.012215903544536805,0.002721233816083066,0.0122163334586207,0.00021633345862069955,0.007902522593028226,0.012213715880131204,0.00021371588013120377,0.00023734228603267127,0.0902163334586207,0.040216333458620704,1.554714565187944e-08,0.9999999844528543,0.15605079211846437,0.9892181034896883,0.022095814687774593,0.9995447765399085,0.0011272907389522089,1.9302759738778158e-05,0.22757794938667247,0.7712754571146366,1.0,0.5654459692806288,0.5654459780717006,92.74806144203016,0.10342673998041892,0.035483078843909055,0.009700464464001905,0.031769811856270556,15.097779198163627,15.097779198163627,0.0,0.0,0.00026277447613269714,6.01387142083846e-08,1.120088104947591,1.120088104947591,0.8603784082443795,2.4169702682601155,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,3.552713678800501e-15,0.0,0.0,-4.440892098500626e-15,0.0,0.0,0.0,-3.552713678800501e-15,-7.105427357601002e-15,0.0,1.7763568394002505e-15,0.0,2.1880414147190663e-13,-4.0443082910401884e-13,5.611310027742178e-14,2.102155151340046e-10,0.00021371588013120377
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3240.0,41.29740168586702,8.387839751019905,0.0,38.88,39.74081068043777,28.270794715964648,40.000515147253026,39.36175013569688,0.5504218393120439,-3.855062251630521,-8.387839751019905,-6.288648143809332,41.59727074143678,33.20943099041688,20.891337653262077,38.87999998459637,38.87999998459637,29.141942666093627,37.52978241711353,35.43104345168974,0.012215514061523804,0.002720876394609937,0.01221593873582761,0.0002159387358276095,0.007901077123143876,0.01221332642636952,0.00021332642636951935,0.00023690956195210333,0.09021593873582762,0.040215938735827614,1.5403634532972228e-08,0.9999999845963655,0.1560109486019278,0.9892492257031608,0.022062983711861724,0.9995474606400563,0.0011237497924909232,1.923897321875423e-05,0.22757752042488358,0.7712794908094067,1.0,0.5654726644367083,0.5654726731470414,93.01655605345661,0.10340358577080068,0.0353703747646886,0.00966961079646791,0.03177093259449417,15.138947940257864,15.138947940257864,0.0,0.0,0.0002611005403281163,5.9431302940747595e-08,1.1205151472530233,1.1205151472530233,0.8608106804377655,2.41740168586702,7.105427357601002e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-15,0.0,1.6396085877889988e-13,-2.975601536003847e-13,4.6585998947357155e-14,1.4637292940211655e-10,0.00021332642636951935
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3242.0,41.321832324505245,8.393281146012818,0.0,38.904,39.76524216319283,28.28659542442515,40.02494141065307,39.386174244128874,0.5508952257131909,-3.8576097526305375,-8.393281146012818,-6.294086870027676,41.62398954024003,33.230708394227214,20.906062721371654,38.903999984738576,38.903999984738576,29.163055901998412,37.55633704801123,35.4575927450383,0.012215124576072989,0.00272051852407011,0.012215544020471765,0.0002155440204717647,0.007899630953015213,0.012212936975215527,0.00021293697521552676,0.000236476841040556,0.09021554402047177,0.04021554402047177,1.5261427372118095e-08,0.9999999847385727,0.15597117624781562,0.9892802923308728,0.022030209166821232,0.9995501282104589,0.0011202168275049496,1.917533943993385e-05,0.22757709143166263,0.7712835164013925,1.0,0.5654993119139634,0.5654993205442895,93.28612597151401,0.1033804712585315,0.03525792895179861,0.00963882800430804,0.031772054139549914,15.180163694928286,15.180163694928286,0.0,0.0,0.0002594379025238872,5.8732398627544066e-08,1.1209414106530673,1.1209414106530673,0.8612421631928271,2.417832324505241,7.105427357601002e-15,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,-8.881784197001252e-16,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,1.8849678762311584e-13,-3.2573856806328294e-13,4.7101211819722266e-14,1.7371688462719526e-10,0.00021293697521552676
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3244.0,41.34626218417094,8.398721824816358,0.0,38.928,39.789672856525385,28.302393239942845,40.04936689515389,39.41059757369773,0.5513677466762061,-3.8601533396175043,-8.398721824816358,-6.299524896495551,41.650704037535924,33.25198221271957,20.920786428991832,38.927999984879484,38.927999984879484,29.184165330348158,37.582887155164514,35.484137547520255,0.012214735089053685,0.002720160205574627,0.01221514931345561,0.00021514931345560998,0.00789818409385034,0.012212547527580497,0.00021254752758049708,0.00023604412430699995,0.09021514931345562,0.040215149313455614,1.5120512503910968e-08,0.9999999848794875,0.1559314750653263,0.9893113033656394,0.021997491072068845,0.9995527793564287,0.0011166918359234782,1.9111858249402472e-05,0.22757666240791263,0.7712875338979145,1.0,0.5655259117062313,0.5655259202572731,93.55677630379677,0.10335739645784514,0.03514574114415405,0.009608116015308843,0.0317731764808499,15.221426184208426,15.221426184208426,0.0,0.0,0.00025778648289569796,5.8041896938257785e-08,1.1213668951538907,1.1213668951538907,0.8616728565253879,2.418262184170942,1.5987211554602254e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,-2.220446049250313e-16,0.0,2.296374895793818e-13,-4.130567415883135e-13,6.355159454241033e-14,2.0797209267231498e-10,0.00021254752758049708
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3246.0,41.370691264861705,8.404161786535822,0.0,38.952,39.81410276045301,28.318188160984104,40.07379160076339,39.43502012441647,0.5518394022104189,-3.862693008863765,-8.404161786535822,-6.30496222221345,41.677414229977984,33.27325244344216,20.935508774936558,38.95199998501912,38.95199998501912,29.20527094908077,37.60943273561659,35.510677855969206,0.012214345601355987,0.0027198014400239058,0.012214754615709818,0.0002147546157098175,0.00789673654700341,0.012212158084389912,0.0002121580843899122,0.00023561141278527487,0.09021475461570982,0.04021475461570982,1.49808783599831e-08,0.9999999850191217,0.15589184506346035,0.9893422588004304,0.021964829446838047,0.9995554141825915,0.0011131748096725393,1.9048529486464423e-05,0.22757623335454147,0.7712915433062995,0.9999999999999999,0.5655524638074815,0.565552472279953,93.82851218421223,0.10333436138284588,0.035033811069476964,0.00957747475420001,0.031774299617730914,15.262735128591238,15.262735128591238,0.0,0.0,0.00025614620220349127,5.735969484417834e-08,1.1217916007633946,1.1217916007633946,0.8621027604530127,2.4186912648617067,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,1.5543122344752192e-15,0.0,1.12118647699333e-13,-1.9251874400216806e-13,2.756128658631951e-14,1.0517260846942822e-10,0.0002121580843899122
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3248.0,41.39511956657721,8.409601030277935,0.0,38.976,39.838531874995205,28.33398018632394,40.09821552749145,39.45944189629996,0.5523101923273472,-3.865228756656208,-8.409601030277935,-6.310398846183983,41.70412011423478,33.29451908395685,20.9502297583996,38.975999985157486,38.975999985157486,29.226372756519787,37.63597378679772,35.53721366760717,0.012213956113867316,0.0027194422285255967,0.012214359928154138,0.00021435992815413765,0.007895288323196574,0.012211768646578136,0.00021176864657813585,0.00023517870751810221,0.09021435992815414,0.04021435992815414,1.4842513479717036e-08,0.9999999851574866,0.15585228625102582,0.9893731586283653,0.021932224310184732,0.9995580327928892,0.0011096657406754768,1.8985352997250156e-05,0.22757580427247495,0.7712955446338523,1.0,0.5655789682118126,0.5655789766064268,94.10133877308336,0.10331136604751182,0.034922138465747085,0.009546904148514376,0.03177542354010977,15.304090247025849,15.304090247025849,0.0,0.0,0.0002545169817872574,5.668569060202463e-08,1.1222155274914485,1.1222155274914485,0.8625318749952058,2.4191195665772085,1.5987211554602254e-14,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-7.105427357601002e-15,0.0,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,4.440892098500626e-16,0.0,2.748218319581497e-13,-4.77646134450227e-13,7.477872487893222e-14,2.461387985791541e-10,0.00021176864657813585
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3250.0,41.41954708931868,8.415039555151935,0.0,39.0,39.862960200173255,28.349769314512777,40.122638675349705,39.48386288936499,0.5527801170404913,-3.867760579297169,-8.415039555151935,-6.315834767412948,41.73082168699058,33.315782131838645,20.964949378287628,38.99999998529459,38.99999998529459,29.247470750708096,37.66251030586003,35.563744979379415,0.012213566627491484,0.002719082572029738,0.012213965251728819,0.00021396525172881833,0.007893839425730034,0.01221137921507598,0.00021137921507597898,0.00023474600953754532,0.09021396525172883,0.04021396525172882,1.4705406499287376e-08,0.9999999852945936,0.1558127986366308,0.9894040028427207,0.021899675680980165,0.9995606352905863,0.001106164620852405,1.892232862199228e-05,0.22757537516264706,0.7712995378878785,1.0,0.5656054249134573,0.5656054332309168,94.37526125731299,0.10328841046569022,0.034810723062512365,0.009516404123481955,0.031776548245377664,15.345491256928145,15.345491256928145,0.0,0.0,0.0002528987435625094,5.601978373756278e-08,1.1226386753497053,1.1226386753497053,0.862960200173255,2.4195470893186766,-1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,7.105427357601002e-15,3.552713678800501e-15,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.00021137921507597898
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3252.0,41.443973833089274,8.420477360268812,0.0,39.024,39.88738773601037,28.36555554424938,40.14706104435175,39.50828310363028,0.5532491763654974,-3.8702884731039404,-8.420477360268812,-6.321269984908576,41.75751894494505,33.337041584676236,20.979667633686653,39.02399998543046,39.02399998543046,29.26856492987401,37.68904229014282,35.590271788419706,0.012213177143135238,0.002718722471583923,0.012213570587374052,0.0002135705873740519,0.00789238986222101,0.012210989790833793,0.00021098979083379252,0.00023431331990586557,0.09021357058737406,0.040213570587374056,1.4569546157774628e-08,0.9999999854304539,0.15577338222868697,0.9894347914369256,0.021867183577915235,0.9995632217782724,0.0011026714421204574,1.8859456203903705e-05,0.22757494602600262,0.7713035230756731,1.0,0.5656318339067796,0.5656318421477784,94.65028485050658,0.10326549465109981,0.03469956459392479,0.009485974605591453,0.031777673726589566,15.386937874179717,15.386937874179717,0.0,0.0,0.0002512914100160536,5.536187502960327e-08,1.1230610443517506,1.1230610443517506,0.8633877360103668,2.419973833089273,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,2.4424906541753444e-15,0.0,2.8284319331106644e-13,-4.858943108976277e-13,7.56252699352089e-14,2.5678634392456434e-10,0.00021098979083379252
0.33,0.2,0.9,2.0,5000.0,1e-06,near_unit_sigma_xl_090_hm_2_T_5000,3254.0,41.468399797893966,8.425914444741643,0.0,39.048,39.911814482531646,28.381338874236164,40.17148263451304,39.53270253911647,0.5537173703201148,-3.8728124344092194,-8.425914444741643,-6.326704497681854,41.78421188481358,33.35829744007194,20.99438452368093,39.04799998556508,39.04799998556508,29.28965529225036,37.715569736992,35.61679409186978,0.012212787661704153,0.0027183619282341513,0.01221317593603586,0.0002131759360358594,0.007890939640043108,0.01221060037479127,0.00021060037479126922,0.00023388063966933714,0.09021317593603587,0.040213175936035864,1.4434921293556675e-08,0.9999999855650787,0.15573403703540548,0.9894655244045666,0.02183474801949529,0.999565792357868,0.0010991861963936223,1.879673558572267e-05,0.22757451686346772,0.7713075002045531,1.0000000000000002,0.5656581951862782,0.5656582033515116,94.92641479311006,0.10324261861732803,0.034588662793667846,0.009455615521204165,0.03177879997705059,15.428429813135079,15.428429813135079,0.0,0.0,0.00024969490420164456,5.471186649410412e-08,1.1234826345130386,1.1234826345130386,0.8638144825316445,2.420399797893964,7.105427357601002e-15,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,5.329070518200751e-15,7.105427357601002e-15,0.0,0.0,3.552713678800501e-15,0.0,0.0,-3.1086244689504383e-15,0.0,1.2527825998809305e-13,-2.2140058883457492e-13,3.677093352028038e-14,1.1027697505161527e-10,0.00021060037479126922
