sigma_xl,alpha,omega_x,log_ai_labor_ratio,log_composite_relative_to_unit,ai_share,production_labor_payment_share,gross_ai_service_payment_share
0.9,0.33,0.2,8.5,-0.5267573274008306,0.08860898107945456,0.6106319826767653,0.059368017323234545
0.9,0.33,0.2,8.75,-0.5548833629185215,0.08639120544337203,0.6121178923529407,0.057882107647059255
0.9,0.33,0.2,9.0,-0.5835575264687134,0.08422380840089741,0.6135700483713987,0.05642995162860126
0.9,0.33,0.2,9.25,-0.6127673346214131,0.08210590061301232,0.6149890465892818,0.055010953410718245
0.9,0.33,0.2,9.5,-0.6425005259429324,0.08003659557589184,0.6163754809641524,0.05362451903584752
0.9,0.33,0.2,9.75,-0.6727450601932059,0.07801501036473393,0.6177299430556282,0.05227005694437173
0.9,0.33,0.2,10.0,-0.703489117342526,0.07604026633485636,0.6190530215556461,0.05094697844435376
0.9,0.33,0.2,10.25,-0.7347210964182165,0.07411148978114951,0.6203453018466298,0.04965469815337017
0.9,0.33,0.2,10.5,-0.7664296141915494,0.07222781255701131,0.6216073655868024,0.04839263441319758
0.9,0.33,0.2,10.75,-0.7986035037148569,0.0703883726539212,0.6228397903218728,0.0471602096781272
0.9,0.33,0.2,11.0,-0.8312318127185565,0.06859231474283595,0.6240431491222999,0.04595685087770008
0.9,0.33,0.2,11.25,-0.8643038018774696,0.06683879067860869,0.6252180102453322,0.044781989754667816
0.9,0.33,0.2,11.5,-0.8978089429555376,0.06512695996864702,0.6263649368210065,0.0436350631789935
0.9,0.33,0.2,11.75,-0.931736916837705,0.06345599020703482,0.6274844865612866,0.04251551343871333
0.9,0.33,0.2,12.0,-0.9660776114574703,0.06182505747534631,0.6285772114915179,0.04142278850848202
0.9,0.33,0.2,12.25,-1.00082111962827,0.06023334671138172,0.6296436577033742,0.04035634229662575
0.9,0.33,0.2,12.5,-1.0359577367865476,0.05868005204704945,0.6306843651284768,0.03931563487152313
0.9,0.33,0.2,12.75,-1.0714779586541021,0.05716437711661261,0.6316998673318694,0.03830013266813045
0.9,0.33,0.2,13.0,-1.1073724788269312,0.055685535336506935,0.6326906913245404,0.03730930867545964
0.9,0.33,0.2,13.25,-1.143632186297568,0.05424275015792388,0.6336573573941909,0.036342642605808995
0.9,0.33,0.2,13.5,-1.1802481629175408,0.05283525529333618,0.6346003789534647,0.03539962104653523
0.9,0.33,0.2,13.75,-1.2172116808063485,0.05146229491812496,0.6355202624048563,0.034479737595143715
0.9,0.33,0.2,14.0,-1.2545141997130138,0.050123123848446804,0.6364175070215407,0.033582492978459354
0.9,0.33,0.2,14.25,-1.2921473643360186,0.048817007696456985,0.6372926048433737,0.03270739515662618
0.9,0.33,0.2,14.5,-1.3301030016071738,0.04754322300398029,0.6381460405873332,0.03185395941266679
0.9,0.33,0.2,14.75,-1.3683731179446204,0.04630105735569728,0.6389782915716828,0.031021708428317172
0.9,0.33,0.2,15.0,-1.4069498964800173,0.04508980947288499,0.6397898276531669,0.03021017234683294
0.9,0.33,0.2,15.25,-1.4458256942646008,0.04390878928872584,0.6405811111765536,0.02941888882344631
0.9,0.33,0.2,15.5,-1.4849930394586133,0.04275731800616871,0.6413525969358669,0.02864740306413303
0.9,0.33,0.2,15.75,-1.5244446285083726,0.04163472813929805,0.6421047321466703,0.02789526785332969
0.9,0.33,0.2,16.0,-1.5641733233149324,0.04054036353913735,0.642837956428778,0.02716204357122202
0.9,0.33,0.2,16.25,-1.604172148398171,0.03947357940478354,0.643552701798795,0.02644729820120497
0.9,0.33,0.2,16.5,-1.6444342880598242,0.03843374228073925,0.6442493926719046,0.025750607328095296
0.9,0.33,0.2,16.75,-1.6849530835488191,0.0374202300412798,0.6449284458723424,0.02507155412765746
0.9,0.33,0.2,17.0,-1.7257220302320695,0.036432431862661624,0.6455902706520166,0.024409729347983286
0.9,0.33,0.2,17.25,-1.7667347747736464,0.03546974818394985,0.6462352687167535,0.023764731283246396
0.9,0.33,0.2,17.5,-1.8079851123250819,0.03453159065721196,0.6468638342596679,0.02313616574033201
0.9,0.33,0.2,17.75,-1.8494669837293896,0.033617382087796535,0.6474763540011763,0.022523645998823675
0.9,0.33,0.2,18.0,-1.8911744727411752,0.03272655636538607,0.6480732072351914,0.021926792764808665
0.9,0.33,0.2,18.25,-1.9331018032650773,0.03185855838648501,0.648654765881055,0.021345234118944956
0.9,0.33,0.2,18.5,-1.9752433366145663,0.03101284396897595,0.649221394540786,0.020778605459213884
0.9,0.33,0.2,18.75,-2.01759356879307,0.030188879759349384,0.6497734505612358,0.020226549438764084
0.9,0.33,0.2,19.0,-2.0601471277991155,0.02938614313318577,0.6503112841007654,0.019688715899234464
0.9,0.33,0.2,19.25,-2.1028987709571445,0.028604122089441963,0.6508352382000738,0.019164761799926114
0.9,0.33,0.2,19.5,-2.1458433822754905,0.027842315139068978,0.6513456488568237,0.018654351143176214
0.9,0.33,0.2,19.75,-2.1889759698328364,0.02710023118846224,0.6518428451037303,0.0181571548962697
0.9,0.33,0.2,20.0,-2.2322916631944203,0.02637738941822226,0.6523271490897911,0.017672850910208912
0.9,0.33,0.2,20.25,-2.275785710859083,0.02567331915767895,0.6527988761643551,0.017201123835644896
0.9,0.33,0.2,20.5,-2.319453477738173,0.024987559755610674,0.6532583349637409,0.01674166503625915
0.9,0.33,0.2,20.75,-2.363290442667197,0.024319660447566567,0.6537058275001303,0.0162941724998696
0.9,0.33,0.2,21.0,-2.4072921959510376,0.02366918022017928,0.6541416492524799,0.015858350747520115
0.9,0.33,0.2,21.25,-2.451454436943415,0.02303568767283464,0.6545660892592008,0.015433910740799209
0.9,0.33,0.2,21.5,-2.495772971661239,0.02241876087704458,0.6549794302123801,0.015020569787619866
0.9,0.33,0.2,21.75,-2.5402437104343587,0.02181798723385046,0.6553819485533201,0.014618051446679808
0.9,0.33,0.2,22.0,-2.5848626655911824,0.02123296332956543,0.6557739145691911,0.014226085430808838
0.9,0.33,0.2,22.25,-2.6296259491805403,0.020663294790146208,0.656155592490602,0.013844407509397957
0.9,0.33,0.2,22.5,-2.674529770730091,0.020108596134468124,0.6565272405899063,0.013472759410093642
0.9,0.33,0.2,22.75,-2.719570435041523,0.019568490626760162,0.6568891112800707,0.013110888719929307
0.9,0.33,0.2,23.0,-2.7647443400227303,0.019042610128441294,0.6572414512139443,0.012758548786055665
0.9,0.33,0.2,23.25,-2.81004797455707,0.018530594949584072,0.6575845013837786,0.012415498616221326
0.9,0.33,0.2,23.5,-2.8554779164097885,0.0180320937002171,0.6579184972208545,0.012081502779145456
0.9,0.33,0.2,23.75,-2.901030830171622,0.01754676314166391,0.6582436686950851,0.011756331304914817
0.9,0.33,0.2,24.0,-2.9467034652395268,0.017074268038102757,0.6585602404144711,0.011439759585528847
0.9,0.33,0.2,24.25,-2.992492653834483,0.016614281008519048,0.6588684317242922,0.011131568275707762
0.9,0.33,0.2,24.5,-3.0383953090562446,0.01616648237921,0.6591684568059292,0.010831543194070698
0.9,0.33,0.2,24.75,-3.0844084229748816,0.015730560036989787,0.6594605247752168,0.010539475224783157
0.9,0.33,0.2,25.0,-3.130529064758905,0.015306209283232479,0.6597448397802342,0.01025516021976576
0.9,0.33,0.2,25.25,-3.1767543788397754,0.014893132688879335,0.6600216010984508,0.009978398901549154
0.9,0.33,0.2,25.5,-3.2230815831125295,0.014491039950527605,0.6602910032331465,0.009708996766853495
0.9,0.33,0.2,25.75,-3.2695079671722214,0.014099647747708189,0.6605532360090354,0.009446763990964486
0.9,0.33,0.2,26.0,-3.3160308905859077,0.01371867960145077,0.6608084846670279,0.009191515332972015
0.9,0.33,0.2,26.25,-3.362647781199805,0.013347865734226532,0.6610569299580682,0.008943070041931777
0.9,0.33,0.2,26.5,-3.409356133481282,0.012986942931350531,0.6612987482359951,0.008701251764004854
0.9,0.33,0.2,26.75,-3.4561535068953164,0.012635654403918305,0.6615341115493747,0.008465888450625264
0.9,0.33,0.2,27.0,-3.503037524315018,0.012293749653343887,0.6617631877322595,0.008236812267740404
0.9,0.33,0.2,27.25,-3.550005870465813,0.011960984337559958,0.6619861404938348,0.00801385950616517
0.9,0.33,0.2,27.5,-3.597056290402847,0.011637120138934216,0.662203129506914,0.007796870493085924
0.9,0.33,0.2,27.75,-3.644186588021225,0.011321924633950015,0.6624143104952535,0.007585689504746509
0.9,0.33,0.2,28.0,-3.6913946245985585,0.011015171164693863,0.6626198353196551,0.007380164680344888
0.9,0.33,0.2,28.25,-3.7386783173694633,0.010716638712186687,0.6628198520628349,0.0071801479371650795
0.9,0.33,0.2,28.5,-3.7860356381314464,0.010426111771591074,0.663014505113034,0.006985494886966019
0.9,0.33,0.2,28.75,-3.83346461188178,0.010143380229321701,0.6632039352463543,0.006796064753645539
0.9,0.33,0.2,29.0,-3.880963315484844,0.009868239242081902,0.663388279707805,0.006611720292194874
0.9,0.33,0.2,29.25,-3.9285298763694714,0.009600489117845131,0.6635676722910436,0.006432327708956237
0.9,0.33,0.2,29.5,-3.976162471255819,0.009339935198796034,0.6637422434168065,0.006257756583193342
0.9,0.33,0.2,29.75,-4.023859324911216,0.009086387746242524,0.6639121202100174,0.00608787978998249
0.9,0.33,0.2,30.0,-4.0716187089345866,0.008839661827506501,0.6640774265755706,0.005922573424429355
0.9,0.33,0.2,30.25,-4.119438940568863,0.008599577204797957,0.6642382832727853,0.005761716727214631
0.9,0.33,0.2,30.5,-4.167318381540962,0.008365958226074062,0.6643948079885302,0.0056051920114696206
0.9,0.33,0.2,30.75,-4.215255436928765,0.008138633717882263,0.6645471154090188,0.0054528845909811155
0.9,0.33,0.2,31.0,-4.263248554054675,0.007917436880183697,0.6646953172902769,0.005304682709723076
0.9,0.33,0.2,31.25,-4.311296221405197,0.007702205183150984,0.6648395225272887,0.0051604774727111585
0.9,0.33,0.2,31.5,-4.3593969675760835,0.007492780265932247,0.6649798372218253,0.0050201627781746045
0.9,0.33,0.2,31.75,-4.407549360242543,0.007289007837371162,0.6651163647489612,0.0048836352510386784
0.9,0.33,0.2,32.0,-4.455752005154013,0.007090737578670958,0.6652492058222904,0.0047507941777095416
0.9,0.33,0.2,32.25,-4.504003545153047,0.006897823047988695,0.6653784585578475,0.004621541442152425
0.9,0.33,0.2,32.5,-4.552302659217803,0.006710121586944415,0.6655042185367472,0.004495781463252758
0.9,0.33,0.2,32.75,-4.600648061527654,0.006527494229028462,0.6656265788665509,0.004373421133449069
0.9,0.33,0.2,33.0,-4.649038500551485,0.006349805609888849,0.6657456302413745,0.004254369758625528
0.9,0.33,0.2,33.25,-4.69747275815817,0.00617692387947946,0.6658614610007487,0.004138538999251238
0.9,0.33,0.2,33.5,-4.745949648748785,0.006008720616048719,0.6659741571872473,0.004025842812752641
0.9,0.33,0.2,33.75,-4.794468018410095,0.005845070741947408,0.6660838026028951,0.003916197397104763
0.9,0.33,0.2,34.0,-4.843026744088866,0.005685852441233472,0.6661904788643735,0.003809521135626426
0.9,0.33,0.2,34.25,-4.891624732786552,0.005530947079050851,0.6662942654570359,0.00370573454296407
0.9,0.33,0.2,34.5,-4.94026092077392,0.005380239122758616,0.6663952397877516,0.003604760212248272
0.9,0.33,0.2,34.75,-4.988934272825171,0.005233616064786254,0.6664934772365931,0.0035065227634067894
0.9,0.33,0.2,35.0,-5.037643781471148,0.0050909683471902145,0.6665890512073824,0.0034109487926174435
0.9,0.33,0.2,35.25,-5.086388466271174,0.004952189287886515,0.6666820331771159,0.003317966822883965
0.9,0.33,0.2,35.5,-5.135167373103136,0.004817175008533736,0.6667724927442823,0.003227507255717603
0.9,0.33,0.2,35.75,-5.183979573471403,0.004685824364040445,0.6668604976760929,0.003139502323907098
0.9,0.33,0.2,36.0,-5.23282416383215,0.0045580388736708105,0.6669461139546405,0.0030538860453594428
0.9,0.33,0.2,36.25,-5.281700264935727,0.004433722653721955,0.6670294058220062,0.0029705941779937096
0.9,0.33,0.2,36.5,-5.330607021185646,0.004312782351746452,0.6671104358243298,0.0028895641756701224
0.9,0.33,0.2,36.75,-5.379543600013823,0.004195127082293187,0.6671892648548635,0.002810735145136435
0.9,0.33,0.2,37.0,-5.428509191271731,0.00408066836413988,0.6672659521960262,0.002734047803973719
0.9,0.33,0.2,37.25,-5.47750300663701,0.0039693200589903934,0.6673405555604763,0.0026594444395235633
0.9,0.33,0.2,37.5,-5.526524279035266,0.0038609983116100286,0.6674131311312212,0.002586868868778719
0.9,0.33,0.2,37.75,-5.575572262076632,0.0037556214913720826,0.6674837336007806,0.002516266399219295
0.9,0.33,0.2,38.0,-5.624646229506775,0.0036531101351889705,0.6675524162094233,0.00244758379057661
0.9,0.33,0.2,38.25,-5.673745474672019,0.0035533868918013597,0.667619230782493,0.002380769217506911
0.9,0.33,0.2,38.5,-5.7228693099981935,0.0034563764673989166,0.6676842277668427,0.0023157722331572737
0.9,0.33,0.2,38.75,-5.772017066482947,0.0033620055725463558,0.6677474562663939,0.002252543733606058
0.9,0.33,0.2,39.0,-5.821188093201146,0.003270202870388807,0.6678089640768394,0.0021910359231605003
0.9,0.33,0.2,39.25,-5.870381756823075,0.003180898926110577,0.6678687977195058,0.0021312022804940863
0.9,0.33,0.2,39.5,-5.91959744114512,0.0030940261576217288,0.6679270024743933,0.002072997525606558
0.9,0.33,0.2,39.75,-5.968834546632619,0.00300951878744708,0.6679836224124104,0.002016377587589543
0.9,0.33,0.2,40.0,-6.018092489974608,0.002927312795792527,0.6680387004268189,0.001961299573180993
0.9,0.33,0.2,40.25,-6.067370703650137,0.0028473458747638623,0.6680922782639082,0.0019077217360917876
0.9,0.33,0.2,40.5,-6.116668635505904,0.002769557383713547,0.6681443965529119,0.0018556034470880761
0.9,0.33,0.2,40.75,-6.165985748344919,0.002693888305691207,0.6681950948351868,0.0018049051648131084
0.9,0.33,0.2,41.0,-6.215321519525895,0.002620281204973962,0.6682444115926673,0.0017555884073325544
0.9,0.33,0.2,41.25,-6.264675440573146,0.0025486801856529446,0.6682923842756124,0.0017076157243874727
0.9,0.33,0.2,41.5,-6.314047016796712,0.0024790308512528097,0.6683390493296606,0.0016609506703393823
0.9,0.33,0.2,41.75,-6.363435766922425,0.00241128026536128,0.6683844422222078,0.0016155577777920574
0.9,0.33,0.2,42.0,-6.412841222731728,0.0023453769132461694,0.668428597468125,0.0015714025318749334
0.9,0.33,0.2,42.25,-6.46226292871094,0.0022812706644376544,0.6684715486548267,0.0015284513451732282
0.9,0.33,0.2,42.5,-6.5117004417097695,0.0022189127362539345,0.6685133284667097,0.001486671533290136
0.9,0.33,0.2,42.75,-6.561153330608844,0.0021582556582487675,0.6685539687089732,0.001446031291026674
0.9,0.33,0.2,43.0,-6.6106211759959885,0.002099253237559738,0.6685935003308349,0.0014064996691650245
0.9,0.33,0.2,43.25,-6.660103569851072,0.002041860525136471,0.6686319534481585,0.0013680465518414355
0.9,0.33,0.2,43.5,-6.709600115239187,0.001986033782828377,0.6686693573655049,0.0013306426344950125
0.9,0.33,0.2,43.75,-6.759110426011947,0.0019317304513118572,0.668705740597621,0.0012942594023789443
0.9,0.33,0.2,44.0,-6.808634126516713,0.0018789091188373044,0.668741130890379,0.0012588691096209938
0.9,0.33,0.2,44.25,-6.858170851313514,0.0018275294907765536,0.6687755552411796,0.0012244447588202908
0.9,0.33,0.2,44.5,-6.907720244899495,0.0017775523599518352,0.6688090399188322,0.0011909600811677295
0.9,0.33,0.2,44.75,-6.9572819614406844,0.0017289395777276197,0.6688416104829225,0.001158389517077505
0.9,0.33,0.2,45.0,-7.006855664510889,0.0016816540258471303,0.6688732918026824,0.0011267081973175771
0.9,0.33,0.2,45.25,-7.056441026837552,0.0016356595889956312,0.6689041080753729,0.0010958919246270727
0.9,0.33,0.2,45.5,-7.106037730054368,0.001590921128072979,0.668934082844191,0.0010659171558088957
0.9,0.33,0.2,45.75,-7.1556454644605,0.001547404454158262,0.6689632390157139,0.0010367609842860356
0.9,0.33,0.2,46.0,-7.205263928786215,0.0015050763031497166,0.6689915988768896,0.00100840112311031
0.9,0.33,0.2,46.25,-7.254892829964782,0.0014639043110634307,0.6690191841115875,0.0009808158884124984
0.9,0.33,0.2,46.5,-7.304531882910468,0.0014238569899747335,0.6690460158167169,0.0009539841832830714
0.9,0.33,0.2,46.75,-7.3541808103024575,0.0013849037045864602,0.669072114517927,0.0009278854820729283
0.9,0.33,0.2,47.0,-7.4038393423745665,0.001347014649408652,0.6690975001848961,0.0009024998151037967
0.9,0.33,0.2,47.25,-7.4535072167105785,0.0013101608265345666,0.6691221922462217,0.0008778077537781596
0.9,0.33,0.2,47.5,-7.503184178045063,0.0012743140239982065,0.6691462096039211,0.0008537903960787983
0.9,0.33,0.2,47.75,-7.552869978069544,0.001239446794698899,0.6691695706475517,0.0008304293524482623
0.9,0.33,0.2,48.0,-7.602564375243854,0.00120553243587877,0.6691922932679611,0.0008077067320387758
0.9,0.33,0.2,48.25,-7.652267134612556,0.0011725449691392849,0.6692143948706766,0.0007856051293233208
0.9,0.33,0.2,48.5,-7.701978027626305,0.001140459120983314,0.6692358923889411,0.0007641076110588203
0.9,0.33,0.2,48.75,-7.751696831967997,0.001109250303869516,0.6692568022964074,0.0007431977035925756
0.9,0.33,0.2,49.0,-7.801423331383591,0.0010788945977661044,0.6692771406194966,0.0007228593805032899
0.9,0.33,0.2,49.25,-7.851157315517493,0.0010493687321913713,0.6692969229494317,0.0007030770505682186
0.9,0.33,0.2,49.5,-7.900898579752361,0.0010206500687286316,0.6693161644539517,0.0006838355460481832
0.9,0.33,0.2,49.75,-7.95064692505323,0.0009927165840035305,0.6693348798887175,0.0006651201112823653
0.9,0.33,0.2,50.0,-8.000402157815822,0.000965546853111941,0.669353083608415,0.0006469163915850004
0.9,0.33,0.2,50.25,-8.050164089718974,0.0009391200334869543,0.6693707895775637,0.0006292104224362593
0.9,0.33,0.2,50.5,-8.099932537581001,0.0009134158491937308,0.6693880113810402,0.0006119886189597996
0.9,0.33,0.2,50.75,-8.149707323219971,0.0008884145756412509,0.6694047622343203,0.000595237765679638
0.9,0.33,0.2,51.0,-8.199488273317746,0.0008640970247002523,0.6694210549934507,0.000578945006549169
0.9,0.33,0.2,51.25,-8.249275219287663,0.0008404445302169176,0.6694369021647546,0.0005630978352453347
0.9,0.33,0.2,51.5,-8.299067997145828,0.000817438933912101,0.6694523159142789,0.0005476840857211076
0.9,0.33,0.2,51.75,-8.348866447385872,0.0007950625716561453,0.6694673080769903,0.0005326919230096173
0.9,0.33,0.2,52.0,-8.398670414857072,0.0007732982601095733,0.6694818901657266,0.000518109834273414
0.9,0.33,0.2,52.25,-8.448479748645816,0.0007521292837201735,0.6694960733799075,0.0005039266200925162
0.9,0.33,0.2,52.5,-8.498294301960215,0.0007315393820672346,0.6695098686140148,0.0004901313859850472
0.9,0.33,0.2,52.75,-8.548113932017886,0.0007115127375439032,0.6695232864658456,0.0004767135341544151
0.9,0.33,0.2,53.0,-8.597938499936747,0.0006920339633688623,0.6695363372445429,0.0004636627554571377
0.9,0.33,0.2,53.25,-8.647767870628773,0.0006730880919187532,0.6695490309784143,0.00045096902158556457
0.9,0.33,0.2,53.5,-8.697601912696646,0.0006546605633729513,0.6695613774225401,0.00043862257745987734
0.9,0.33,0.2,53.75,-8.747440498333173,0.0006367372146625487,0.669573386066176,0.0004266139338239075
0.9,0.33,0.2,54.0,-8.797283503223461,0.0006193042687155662,0.6695850661399605,0.0004149338600394293
0.9,0.33,0.2,54.25,-8.84713080644973,0.0006023483239906357,0.6695964266229262,0.0004035733770737259
0.9,0.33,0.2,54.5,-8.8969822903987,0.0005858563442915795,0.6696074762493246,0.0003925237506753582
0.9,0.33,0.2,54.75,-8.94683784067152,0.0005698156488555059,0.6696182235152668,0.0003817764847331889
0.9,0.33,0.2,55.0,-8.996697345996099,0.0005542139027072253,0.6696286766851861,0.0003713233148138409
0.9,0.33,0.2,55.25,-9.04656069814185,0.0005390391072729702,0.6696388437981271,0.00036115620187289
0.9,0.33,0.2,55.5,-9.096427791836732,0.0005242795912465821,0.6696487326738647,0.0003512673261352099
0.9,0.33,0.2,55.75,-9.146298524686546,0.000509924001701503,0.66965835091886,0.000341649081140007
0.9,0.33,0.2,56.0,-9.196172797096443,0.000495961295442068,0.6696677059320537,0.00033229406794618553
0.9,0.33,0.2,56.25,-9.246050512194522,0.00048238073058777813,0.6696768049105061,0.0003231950894938113
0.9,0.33,0.2,56.5,-9.295931575757553,0.0004691718583843782,0.6696856548548824,0.0003143451451175334
0.9,0.33,0.2,56.75,-9.345815896138681,0.0004563245152357281,0.669694262574792,0.0003057374252079378
0.9,0.33,0.2,57.0,-9.395703384197112,0.0004438288149506123,0.669702634693983,0.0002973653060169102
0.9,0.33,0.2,57.25,-9.445593953229723,0.000431675141198777,0.6697107776553968,0.0002892223446031806
0.9,0.33,0.2,57.5,-9.495487518904497,0.00041985414017063676,0.6697186977260856,0.0002813022739143266
0.9,0.33,0.2,57.75,-9.545383999195803,0.0004083567134352303,0.6697264010019983,0.00027359899800160427
0.9,0.33,0.2,58.0,-9.595283314321426,0.00039717401099114666,0.6697338934126359,0.00026610658736406825
0.9,0.33,0.2,58.25,-9.645185386681298,0.000386297424505287,0.6697411807255814,0.0002588192744185423
0.9,0.33,0.2,58.5,-9.695090140797916,0.00037571858073444256,0.6697482685509079,0.0002517314490920765
0.9,0.33,0.2,58.75,-9.744997503258368,0.00036542933512481447,0.6697551623454663,0.0002448376545336257
0.9,0.33,0.2,59.0,-9.794907402657948,0.00035542176558473257,0.6697618674170581,0.00023813258294177079
0.9,0.33,0.2,59.25,-9.844819769545296,0.0003456881664259242,0.6697683889284946,0.00023161107150536917
0.9,0.33,0.2,59.5,-9.894734536369036,0.00033622104246884863,0.6697747319015458,0.00022526809845412857
0.9,0.33,0.2,59.75,-9.944651637425881,0.000327013103307685,0.6697809012207837,0.00021909877921614894
0.9,0.33,0.2,60.0,-9.994571008810121,0.00031805725773071595,0.6697869016373204,0.00021309836267957967
0.9,0.33,0.2,60.25,-10.044492588364527,0.0003093466082919287,0.6697927377724443,0.0002072622275555922
0.9,0.33,0.2,60.5,-10.094416315632555,0.00030087444602979114,0.66979841412116,0.00020158587883996004
0.9,0.33,0.2,60.75,-10.144342131811879,0.0002926342453292442,0.6698039350556294,0.00019606494437059358
0.9,0.33,0.2,61.0,-10.19426997970918,0.00028461965892306916,0.6698093048285214,0.00019069517147845633
0.9,0.33,0.2,61.25,-10.244199803696175,0.0002768245130288931,0.6698145275762706,0.00018547242372935835
0.9,0.33,0.2,61.5,-10.294131549666831,0.0002692428026181727,0.6698196073222458,0.0001803926777541757
0.9,0.33,0.2,61.75,-10.344065164995762,0.0002618686868136244,0.6698245479798348,0.00017545202016512834
0.9,0.33,0.2,62.0,-10.394000598497739,0.0002546964844116286,0.6698293533554441,0.00017064664455579114
0.9,0.33,0.2,62.25,-10.443937800388346,0.00024772066952625897,0.6698340271514174,0.0001659728485825935
0.9,0.33,0.2,62.5,-10.493876722245659,0.00024093586735164866,0.6698385729688744,0.00016142703112560457
0.9,0.33,0.2,62.75,-10.543817316972996,0.00023433685003951645,0.6698429943104734,0.000157005689526476
0.9,0.33,0.2,63.0,-10.593759538762695,0.00022791853268873622,0.6698472945830984,0.00015270541690145324
0.9,0.33,0.2,63.25,-10.643703343060851,0.00022167596944394163,0.6698514771004725,0.00014852289952744087
0.9,0.33,0.2,63.5,-10.693648686533047,0.00021560434970021265,0.6698555450857008,0.00014445491429914247
0.9,0.33,0.2,63.75,-10.743595527030987,0.00020969899441098587,0.6698595016737445,0.0001404983262553605
0.9,0.33,0.2,64.0,-10.793543823560071,0.00020395535249640405,0.6698633499138273,0.0001366500861725907
0.9,0.33,0.2,64.25,-10.843493536247845,0.0001983689973493829,0.6698670927717758,0.00013290722822408653
0.9,0.33,0.2,64.5,-10.893444626313286,0.00019293562343676603,0.6698707331322973,0.00012926686770263322
0.9,0.33,0.2,64.75,-10.943397056036988,0.00018765104299298482,0.6698742738011946,0.00012572619880529983
0.9,0.33,0.2,65.0,-10.99335078873208,0.00018251118280373388,0.6698777175075215,0.0001222824924785017
